year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,natural_forest_area_hectares
2009,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,219786.8181
2009,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,261552.2372
2009,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3070091.372
2009,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2235873.644
2009,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,450653.7829
2009,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,170606.6248
2009,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25185647.71
2009,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9659509.827
2009,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,2484390.642
2009,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,350759.2348
2009,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1170457.327
2009,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5394723.579
2009,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1605989.605
2009,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,684759.1782
2009,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2538226.478
2009,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,841244.706
2009,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1905884.633
2010,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3514854.572
2010,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63639.29082
2010,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65866.53988
2010,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,247074.6819
2010,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2010,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2010,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,336647.9248
2010,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1842844.604
2010,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,292742.2235
2010,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87777.50012
2010,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,263279.8592
2010,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,9287841.674
2010,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,975051.0113
2010,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,7515353.291
2010,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6456807.383
2010,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3841883.969
2010,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,241044.7059
2010,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,218385.0201
2010,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,261172.4813
2010,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3068499.637
2010,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2233472.592
2010,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,450546.7729
2010,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,170543.3552
2010,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25164279.89
2010,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9647427.578
2010,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,2288049.528
2010,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,349348.7584
2010,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1169084.036
2010,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5383066.543
2010,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1603687.109
2010,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,684181.7442
2010,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2523461.163
2010,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,836179.6676
2010,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1875671.507
2011,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3496444.733
2011,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63635.96082
2011,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65863.47988
2011,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,243676.7746
2011,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2011,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2011,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,336049.7929
2011,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1807684.448
2011,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,292688.2235
2011,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87692.00012
2011,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,263077.0013
2011,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,9175678.857
2011,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,963772.7036
2011,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,7458805.466
2011,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6407800.17
2011,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3815178.519
2011,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,236962.0789
2011,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,215834.3813
2011,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,260872.332
2011,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3065311.673
2011,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2231448.192
2011,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,450365.0661
2011,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,170403.4091
2011,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25141816.56
2011,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9635531.802
2011,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,2134307.02
2011,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,347293.9768
2011,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1167066.709
2011,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5368413.234
2011,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1597644.146
2011,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,683567.0562
2011,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2497849.741
2011,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,831173.2253
2011,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1838631.851
2012,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3474863.91
2012,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63624.35082
2012,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65845.84165
2012,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,240198.5305
2012,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2012,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2012,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,334421.6033
2012,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1736697.398
2012,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,292570.7753
2012,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87625.49118
2012,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,261697.3126
2012,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,9036020.832
2012,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,949820.0125
2012,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,7368467.533
2012,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6333234.584
2012,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3778364.958
2012,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,230124.4066
2012,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,211820.3972
2012,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,259731.5746
2012,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3062158.445
2012,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2228579.797
2012,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,449992.2861
2012,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,170234.9322
2012,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25106883.73
2012,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9625024.299
2012,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1935306.623
2012,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,345145.7319
2012,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1163870.341
2012,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5344278.922
2012,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1591475.851
2012,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,683086.4615
2012,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2456511.412
2012,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,814214.7752
2012,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1807561.061
2013,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3460246.607
2013,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63623.54082
2013,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65845.03165
2013,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,238466.3001
2013,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2013,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2013,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,330585.4768
2013,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1707816.733
2013,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,292454.8599
2013,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87613.61118
2013,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,261583.5526
2013,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8945213.122
2013,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,942286.6186
2013,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,7322073.089
2013,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6292546.285
2013,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3756149.811
2013,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,226467.3713
2013,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,209570.7134
2013,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,259593.6064
2013,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3060567.918
2013,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2225945.963
2013,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,449854.0465
2013,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,170158.3422
2013,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25062322.68
2013,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9616510.794
2013,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1835647.189
2013,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,343943.4113
2013,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1162236.042
2013,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5326718.537
2013,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1586433.726
2013,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,682631.2444
2013,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2437373.694
2013,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,808661.4028
2013,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1789926.791
2014,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3439432.938
2014,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63609.41082
2014,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65838.45071
2014,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,236825.544
2014,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2014,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2014,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,324774.9889
2014,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1680991.662
2014,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,292240.1432
2014,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87557.99118
2014,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,260856.5679
2014,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8829406.487
2014,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,932941.2116
2014,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,7247139.761
2014,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6234303.76
2014,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3721919.468
2014,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,219683.8927
2014,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,201303.4754
2014,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,258986.814
2014,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3056891.661
2014,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2217439.94
2014,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,449233.3232
2014,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,170041.614
2014,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25014708.66
2014,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9603266.919
2014,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1664565.364
2014,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,342623.7014
2014,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1158188.292
2014,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5302846.112
2014,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1576992.863
2014,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,680746.1072
2014,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2420694.941
2014,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,802399.5529
2014,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1763961.837
2015,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3426646.313
2015,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63600.14082
2015,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65836.92071
2015,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,234659.1335
2015,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2015,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2015,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,319412.4462
2015,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1656067.493
2015,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,292178.0432
2015,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87532.70118
2015,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,260721.2082
2015,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8713610.996
2015,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,918116.4893
2015,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,7150386.881
2015,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6190179.649
2015,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3694666.768
2015,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,212628.6141
2015,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,199847.9301
2015,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,258221.2747
2015,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3031827.304
2015,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2193799.901
2015,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,448560.3971
2015,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169922.814
2015,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24956509.35
2015,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9558733.803
2015,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1626311.094
2015,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,341064.3738
2015,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1150029.496
2015,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5243145.07
2015,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1563565.713
2015,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,673597.2554
2015,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2407439.595
2015,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,794827.2032
2015,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1752273.485
2016,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3411504.748
2016,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63570.44082
2016,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65751.33106
2016,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,232705.3454
2016,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2016,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2016,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,315783.7659
2016,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1545354.107
2016,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291827.2401
2016,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87466.64259
2016,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,260343.3925
2016,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8627890.125
2016,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,901612.848
2016,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6849605.178
2016,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6138504.967
2016,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3676075.104
2016,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,201020.6008
2016,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,196828.296
2016,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,256743.4052
2016,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3017963.046
2016,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2176830.315
2016,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,447894.7581
2016,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169816.344
2016,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24897599.87
2016,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9539106.083
2016,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1581762.98
2016,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,339846.1112
2016,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1139618.743
2016,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5191486.267
2016,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1547315.228
2016,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,669130.1308
2016,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2389854.001
2016,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,782566.0366
2016,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1740344.818
2017,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3398590.915
2017,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63564.32082
2017,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65742.26118
2017,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,230034.6635
2017,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2017,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2017,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,314223.0222
2017,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1528100.355
2017,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291664.7933
2017,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87354.05471
2017,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,260205.9653
2017,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8585280.723
2017,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,891642.8679
2017,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6812597.181
2017,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6105502.353
2017,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3659220.358
2017,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,198410.712
2017,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,195093.1419
2017,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,256149.8629
2017,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3015180.103
2017,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2172905.781
2017,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,447231.5509
2017,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169698.624
2017,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24862726.96
2017,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9527871.413
2017,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1560294.424
2017,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,338956.2791
2017,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1135126.379
2017,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5176113.774
2017,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1539009.293
2017,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,666746.8122
2017,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2366530.865
2017,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,777165.1814
2017,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1725867.984
2018,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3385312.295
2018,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63465.41082
2018,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65731.99624
2018,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,228050.0301
2018,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2018,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
