tahun,negara,id_negara,provinsi,id_provinsi,pulau,id_pulau,luas_hutan_ha,emisi_co2_ton,deforestasi_ha
2019,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169207.1411,129743.7509,379.7929412
2020,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,168652.6641,188685.2492,554.4769412
2021,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,168189.9918,190945.1893,462.6723529
2022,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,167821.8953,153421.589,368.0964706
2013,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25062322.68,20618414.22,44561.05482
2014,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,25014708.66,23206816.14,47614.01682
2015,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24956509.35,27318000.84,58199.31529
2016,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24897599.87,25660515.87,58909.47459
2017,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24862726.96,16331387.66,34872.91376
2018,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24842143.38,10069220.77,20583.57671
2019,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24819392.7,10057892.52,22750.67788
2020,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24804841.56,7141611.214,14551.14529
2021,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24792524.94,6084827.659,12316.61682
2022,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24780805.35,5737077.556,11719.59176
2013,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9616510.794,4263621.472,8513.505176
2014,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9603266.919,6755505.927,13243.87447
2015,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9558733.803,21906504.49,44533.11635
2016,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9539106.083,9536966.088,19627.71988
2017,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9527871.413,5519214.175,11234.67
2018,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9513175.445,7323191.204,14695.96871
2019,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9501762.925,5797391.766,11412.51988
2020,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9492093.75,4730438.494,9669.174706
2021,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9483391.882,4587737.421,8701.867765
2022,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9473069.847,5497296.055,10322.03541
2013,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1835647.189,38910532.28,99659.43388
2014,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1664565.364,62700344.52,171081.8255
2015,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1626311.094,15450845.45,38254.26918
2016,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1581762.98,17756953.31,44548.11388
2017,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1560294.424,8216411.047,21468.55659
2018,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1542995.11,6443606.201,17299.314
2019,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1520307.736,8277801.873,22687.37435
2020,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1508071.879,4506156.327,12235.85682
2021,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1494520.521,5130045.334,13551.35788
2022,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1477065.302,7184674.976,17455.21835
2013,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,343943.4113,544148.522,1202.320588
2014,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,342623.7014,552361.1175,1319.709882
2015,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,341064.3738,661992.0698,1559.327647
2016,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,339846.1112,542643.7438,1218.262588
2017,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,338956.2791,408404.5407,889.8321176
2018,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,338230.5349,337022.8548,725.7441176
2019,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,337558.1442,302827.9485,672.3907059
2020,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,336950.7046,277580.1543,607.4396471
2021,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,335305.4538,811957.3165,1645.250824
2022,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,334657.6366,300900.5858,647.8171765
2013,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1162236.042,787901.5682,1634.299412
2014,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1158188.292,1821758.141,4047.750353
2015,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1150029.496,3750903.893,8158.796118
2016,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1139618.743,4866777.45,10410.75282
2017,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1135126.379,2036570.75,4492.363412
2018,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1132656.406,1106406.46,2469.973059
2019,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1130490.993,982757.5362,2165.413059
2020,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1128090.836,1118985.171,2400.157059
2021,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1126475.85,773266.1373,1614.986471
2022,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1123847.418,1290057.099,2628.431647
2013,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5326718.537,8837991.147,17560.38494
2014,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5302846.112,11489882.82,23872.42482
2015,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5243145.07,29101380.26,59701.04188
2016,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5191486.267,24299041.55,51658.80318
2017,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5176113.774,7410012.331,15372.49306
2018,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5160377.635,7557636.463,15736.13859
2019,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5144830.286,7418234.102,15547.34859
2020,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5134321.248,5039357.028,10509.03812
2021,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5124591.526,4678292.224,9729.722824
2022,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5113628.142,5307518.207,10963.38353
2013,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1586433.726,2408632.954,5042.125412
2014,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1576992.863,4491347.362,9440.863412
2015,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1563565.713,6451572.92,13427.14976
2016,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1547315.228,7861292.957,16250.48506
2017,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1539009.293,3954583.453,8305.934824
2018,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1533150.899,2714335.207,5858.394353
2019,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1523151.347,4950276.122,9999.551647
2020,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1516621.433,3068496.295,6529.914
2021,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1513057.838,1648647.529,3563.594471
2022,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1510112.917,1395717.267,2944.921059
2013,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,682631.2444,227671.2309,455.2171765
2014,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,680746.1072,932309.4058,1885.137176
2015,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,673597.2554,3616541.588,7148.851765
2016,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,669130.1308,2219732.75,4467.124588
2017,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,666746.8122,1192472.855,2383.318588
2018,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,665093.0965,827675.753,1653.715765
2019,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,663907.7206,581134.2064,1185.375882
2020,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,663057.5958,420922.6229,850.1248235
2021,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,662638.1146,201709.6368,419.4811765
2022,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,662270.8292,178882.7551,367.2854118
2013,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2437373.694,9254487.82,19137.71859
2014,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2420694.941,7979939.53,16678.75235
2015,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2407439.595,6515547.727,13255.34647
2016,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2389854.001,8720497.823,17585.59412
2017,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2366530.865,11792267.36,23323.13576
2018,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2349751.364,8240993.542,16779.50082
2019,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2338858.948,5292509.032,10892.41624
2020,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2330487.411,4092490.487,8371.537059
2021,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2317917.284,6115705.187,12570.12635
2022,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2301373.128,8048342.81,16544.15647
2013,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,808661.4028,1892928.882,5553.372353
2014,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,802399.5529,2568473.896,6261.849882
2015,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,794827.2032,2741046.377,7572.349765
2016,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,782566.0366,4492834.448,12261.16659
2017,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,777165.1814,2313869.467,5400.855176
2018,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,770512.8741,2683958.131,6652.307294
2019,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,764945.3495,2024636.853,5567.524588
2020,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,760477.5261,1760493.769,4467.823412
2021,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,757805.4293,1067276.168,2672.096824
2022,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,756225.2735,637085.0043,1580.155765
2013,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1789926.791,7982608.295,17634.26965
2014,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1763961.837,11484827.42,25964.95447
2015,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1752273.485,5209454.205,11688.35188
2016,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1740344.818,5390168.668,11928.66741
2017,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1725867.984,7194223.055,14476.83318
2018,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1718512.714,3319334.695,7355.270824
2019,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1712608.602,2637522.854,5904.111529
2020,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1707526.444,2247281.599,5082.157765
2021,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1700318.298,3224772.983,7208.146588
2022,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1692400.447,3669659.418,7917.850588
